EVID ID,Filename,Date,Category,Subject,Message ID,Email,SHA256,File Size (KB),Modified
EVID-136,250715 - Automated response - VCAT Residential Tenancies - d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,VCAT Communication,250715 - Automated response - VCAT Residential Tenancies,d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com,d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com,9d0624ed8a42bad0...,84.7,31/10/2025
EVID-137,250715 - Automated response - VCAT Residential Tenancies - dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,VCAT Communication,250715 - Automated response - VCAT Residential Tenancies,dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com,dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com,cd40f5be63a20f9b...,85.1,31/10/2025
EVID-138,250715 - Fwd_ VCAT Application R202518214_00  Challenge to Notice to Vacate - CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com.pdf,15/07/2025,VCAT Communication,250715 - Fwd_ VCAT Application R202518214_00  Challenge to Notice to Vacate,CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com,CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com,89ca6279131998a1...,66.5,31/10/2025
EVID-139,250715 - Re_ Your VCAT application_ more information needed- VCAT reference_ R202518214 - CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com.pdf,15/07/2025,VCAT Communication,250715 - Re_ Your VCAT application_ more information needed- VCAT reference_ R202518214,CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com,CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com,0d0a9c6bd7f6e767...,102.0,31/10/2025
EVID-140,250715 - VCAT RDRV account email verification code - 68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com.pdf,15/07/2025,VCAT Communication,250715 - VCAT RDRV account email verification code,68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com,68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com,e3f41086aed78be1...,45.9,31/10/2025
EVID-141,250715 - Your VCAT application_ more information needed- VCAT reference_ R202518214 - SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,VCAT Communication,250715 - Your VCAT application_ more information needed- VCAT reference_ R202518214,SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com,SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com,3f4ab960c631e88c...,91.6,31/10/2025
EVID-142,250715-VCAT Application R202518214_00 – Notice to Vacate Challenge.pdf,15/07/2025,VCAT Communication,VCAT Application R202518214_00 – Notice to Vacate Challenge,N/A,,8098239e4ab261b4...,66.9,15/07/2025
EVID-143,250717 - VCAT RDRV account email verification code - 6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com.pdf,17/07/2025,VCAT Communication,250717 - VCAT RDRV account email verification code,6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com,6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com,95ea65762da42668...,48.0,31/10/2025
EVID-144,250721 - VCAT Application  Possession of Property (Ref_ R202518589_00) - hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3.pdf,21/07/2025,VCAT Communication,250721 - VCAT Application  Possession of Property (Ref_ R202518589_00),hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3,hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3,781ed947b5aef990...,111.6,31/10/2025
EVID-145,"250721 - VCAT has opened a case R202518589_00 about  1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au.pdf",21/07/2025,VCAT Communication,"250721 - VCAT has opened a case R202518589_00 about  1803_243 Franklin Street, MELBOURNE, VIC, 3000",856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au,856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au,649ace3854501b34...,185.4,31/10/2025
EVID-146,250721-VCAT APPLICATION - POSSESSION.pdf,21/07/2025,VCAT Communication,VCAT APPLICATION,POSSESSION,,cdc8658c113e3bb6...,12.7,21/07/2025
EVID-147,"250722 - Hearing scheduled for R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au.pdf",22/07/2025,VCAT Hearing,"250722 - Hearing scheduled for R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000",1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au,1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au,16540f18915e5fe5...,191.5,31/10/2025
EVID-148,250722 - Re_ VCAT Application R202518214_00  Challenge to Notice to Vacate - G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14.pdf,22/07/2025,VCAT Communication,250722 - Re_ VCAT Application R202518214_00  Challenge to Notice to Vacate,G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14,G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14,f0330775d9bf7d0d...,114.8,31/10/2025
EVID-149,"250722 - VCAT order made about R202518214_00 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000 - 1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au.pdf",22/07/2025,VCAT Communication,"250722 - VCAT order made about R202518214_00 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000",1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au,1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au,a5c46962b9533134...,132.5,31/10/2025
EVID-150,250722-order_194615752283.pdf,22/07/2025,Court Order,order_194615752283,N/A,,c9f381ba2c7e7e2d...,18.6,22/07/2025
EVID-151,250723 - VCAT RDRV account email verification code - 68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,VCAT Communication,250723 - VCAT RDRV account email verification code,68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com,68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com,0da4b49a406222e2...,48.7,31/10/2025
EVID-152,250723 - VCAT RDRV account email verification code - 68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,VCAT Communication,250723 - VCAT RDRV account email verification code,68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com,68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com,e108c0a6a19d5a19...,48.0,31/10/2025
EVID-153,250723 - VCAT RDRV account email verification code - 68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,VCAT Communication,250723 - VCAT RDRV account email verification code,68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com,68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com,dc71f854d97d7dd8...,47.7,31/10/2025
EVID-154,"250723 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au.pdf",23/07/2025,VCAT Communication,"250723 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000",1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au,1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au,c6c71c9c9dfcf8b1...,133.9,31/10/2025
EVID-155,"250724 - VCAT evidence link R202518589 about 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com.pdf",24/07/2025,VCAT Communication,"250724 - VCAT evidence link R202518589 about 1803_243 Franklin Street, MELBOURNE, VIC, 3000",SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com,SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com,796d57e84e6d86b4...,109.7,31/10/2025
EVID-156,"250725 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2.pdf",25/07/2025,Receipt,"250725 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2,aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2,67267d6556ce4f71...,76.9,31/10/2025
EVID-157,250725-Receipt # 91716.pdf,25/07/2025,Receipt,Receipt # 91716,N/A,,e5e2b5f3872cc43f...,78.1,25/07/2025
EVID-158,250801 - Areal monthly after-hours trades list update - XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16.pdf,01/08/2025,Property Mgmt,250801 - Areal monthly after-hours trades list update,XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16,XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16,8090ce92d84fe393...,78.2,31/10/2025
EVID-159,"250808 - Hearing reminder for 1803_243 Franklin Street, MELBOURNE, VIC, 3000 R202518589_00 - 563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au.pdf",08/08/2025,VCAT Hearing,"250808 - Hearing reminder for 1803_243 Franklin Street, MELBOURNE, VIC, 3000 R202518589_00",563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au,563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au,9a298d82c5795987...,181.2,31/10/2025
EVID-160,250812 - R202518589_00 - Summary of Proof - SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf,12/08/2025,Document,250812 - R202518589_00 - Summary of Proof,SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com,79fbde481d746179...,269.7,31/10/2025
EVID-161,250812 - Re_ R202518589_00 - Summary of Proof - CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com.pdf,12/08/2025,Document,250812 - Re_ R202518589_00 - Summary of Proof,CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com,CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com,393240f2e26285de...,259.4,31/10/2025
EVID-162,250812-VCAT R202518589.00 Summary of proof.pdf,12/08/2025,VCAT Communication,VCAT R202518589.00 Summary of proof,N/A,,0f8dc752d6c6fc5d...,1753.4,12/08/2025
EVID-163,"250815 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au.pdf",15/08/2025,VCAT Communication,"250815 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000",231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au,231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au,e5a44a210a0508b4...,133.8,31/10/2025
EVID-164,250817 -  Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00) - CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com.pdf,17/08/2025,VCAT Communication,250817 -  Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00),CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com,CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com,3f48320526ddfddb...,535.5,31/10/2025
EVID-165,"250817-Notice to vacate - 1803-243 Franklin Street, Melbourne VIC 3000.pdf",17/08/2025,Legal Notice,Notice to vacate,"1803-243 Franklin Street, Melbourne VIC 3000",,56d520b50dc9e60f...,105.4,17/08/2025
EVID-166,250817-order_194930558979.pdf (SECURED).pdf,17/08/2025,Court Order,order_194930558979.pdf (SECURED),N/A,,95a1f7da41792513...,73.0,17/08/2025
EVID-167,250819 - Re_ Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00) - SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com.pdf,19/08/2025,VCAT Communication,250819 - Re_ Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00),SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com,SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com,2f202e71e089e732...,244.7,31/10/2025
EVID-168,"250822 - 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf",22/08/2025,Legal Notice,"250822 - 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com,4170f5c6770d2aee...,258.7,31/10/2025
EVID-169,250822-FIXD investigation report.pdf,22/08/2025,Document,FIXD investigation report,N/A,,448d919d58282b6e...,1483.4,22/08/2025
EVID-170,250822-Notice of Entry (combined).pdf,22/08/2025,Legal Notice,Notice of Entry (combined),N/A,,0576229664bc6c03...,60.8,22/08/2025
EVID-171,250822-Reg post receipt.pdf,22/08/2025,Receipt,Reg post receipt,N/A,,478650433d10ae46...,94.3,22/08/2025
EVID-172,"250827 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0.pdf",27/08/2025,Receipt,"250827 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0,DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0,46b65f4442fb54e6...,79.3,31/10/2025
EVID-173,250827-Receipt # 92863.pdf,27/08/2025,Receipt,Receipt # 92863,N/A,,71393a80433f8961...,78.0,27/08/2025
EVID-174,"250828 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com.pdf",28/08/2025,Legal Notice,"250828 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com,CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com,e836d2eaefb4af46...,253.5,31/10/2025
EVID-175,250901 - Areal monthly after-hours trades list update - -WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14.pdf,01/09/2025,Property Mgmt,250901 - Areal monthly after-hours trades list update,-WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14,-WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14,774001b0d7986cc8...,78.1,31/10/2025
EVID-176,250901-Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance - Weekly-13495-20250901-141103.pdf,01/09/2025,Employment,Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance,Weekly-13495-20250901-141103,,d6191ef339929fb3...,93.6,14/10/2025
EVID-177,"250902 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf",02/09/2025,Legal Notice,"250902 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com,908879a9ecc29e8e...,270.5,31/10/2025
EVID-178,250904 - 1803_243 Franklin Street - Access & Co-Operation Required - lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9.pdf,04/09/2025,Document,250904 - 1803_243 Franklin Street - Access & Co-Operation Required,lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9,lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9,3891083c0177542d...,99.3,31/10/2025
EVID-179,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com.pdf,04/09/2025,Document,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com,CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com,045a9d22658e4f8c...,76.4,31/10/2025
EVID-180,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com.pdf,04/09/2025,Document,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com,CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com,90a11389a9e89ead...,77.5,31/10/2025
EVID-181,250904 - You have reached us outside of business hours - TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6.pdf,04/09/2025,Document,250904 - You have reached us outside of business hours,TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6,TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6,9c307953b477902b...,73.9,31/10/2025
EVID-182,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - 8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7.pdf,05/09/2025,Document,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7,8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7,a5f4dd3db5861ab6...,319.9,31/10/2025
EVID-183,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com.pdf,05/09/2025,Document,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com,CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com,550af8c5b806bac8...,112.5,31/10/2025
EVID-184,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0.pdf,05/09/2025,Document,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0,GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0,f8c80c105303a9b7...,135.5,31/10/2025
EVID-185,250905 - You have reached us outside of business hours - HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0.pdf,05/09/2025,Document,250905 - You have reached us outside of business hours,HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0,HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0,af4344de37f6f9ed...,73.9,31/10/2025
EVID-186,250909 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3.pdf,09/09/2025,Document,250909 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3,BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3,49f66593b19559f9...,253.6,31/10/2025
EVID-187,250909-Notice to Entry (17 - 22 Sep).pdf,09/09/2025,Legal Notice,Notice to Entry (17,22 Sep),,b4b007f1dbc2f2fb...,43.7,09/09/2025
EVID-188,250909-Registered post receipt.pdf,09/09/2025,Receipt,Registered post receipt,N/A,,377227b325c45e5b...,45.3,09/09/2025
EVID-189,250915-Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance - Weekly-13495-20250915-174434.pdf,15/09/2025,Employment,Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance,Weekly-13495-20250915-174434,,4ee4d914d92dc6b1...,93.2,14/10/2025
EVID-190,250916 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com.pdf,16/09/2025,Document,250916 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com,CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com,d5985b56f3d61cfa...,59.0,31/10/2025
EVID-191,250916 - You have reached us outside of business hours - P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1.pdf,16/09/2025,Document,250916 - You have reached us outside of business hours,P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1,P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1,f101a7ae2a210ac3...,73.2,31/10/2025
EVID-192,250917-liam-voicemail.pdf,17/09/2025,Document,liam-voicemail,N/A,,eda911f1006ad243...,151.2,14/10/2025
EVID-193,250917-sms-to-liam-re-property-access.pdf,17/09/2025,Document,sms-to-liam-re-property-access,N/A,,5b5907a47395aed6...,150.2,14/10/2025
EVID-194,"250930 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7.pdf",30/09/2025,Receipt,"250930 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7,zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7,7aaac29dab5f4491...,77.1,31/10/2025
EVID-195,250930-Receipt # 94202.pdf,30/09/2025,Receipt,Receipt # 94202,N/A,,36f45a6334e9e709...,77.8,30/09/2025
EVID-196,251002 - Areal monthly after-hours trades list update - NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8.pdf,02/10/2025,Property Mgmt,251002 - Areal monthly after-hours trades list update,NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8,NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8,57056c7d792bc741...,78.5,31/10/2025
EVID-197,251014-school-reassessment-request.pdf,14/10/2025,Document,school-reassessment-request,N/A,,bf8fc7be56e9945c...,87.0,14/10/2025
EVID-198,"251020 - Courtesy Reminder_ Upcoming Rent Payment for 1803_243 Franklin Street, Melbourne VIC 3000 - S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2.pdf",20/10/2025,Receipt,"251020 - Courtesy Reminder_ Upcoming Rent Payment for 1803_243 Franklin Street, Melbourne VIC 3000",S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2,S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2,c364872662eae1b2...,79.2,31/10/2025
EVID-199,251020-Rent Invoice #009872.pdf,20/10/2025,Receipt,Rent Invoice #009872,N/A,,96613fd7625d5d38...,77.7,20/10/2025
EVID-200,"251028 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10.pdf",28/10/2025,Receipt,"251028 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10,FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10,cdc62ff4bc13e99f...,77.6,31/10/2025
EVID-201,251028-Receipt # 95582.pdf,28/10/2025,Receipt,Receipt # 95582,N/A,,cacf79da5e092958...,77.8,28/10/2025
