ID,Filename,Date Formatted,Subject,Message ID,Domain,Email Address,File Size (KB),Modified
139,250715 - Re_ Your VCAT application_ more information needed- VCAT reference_ R202518214 - CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com.pdf,15/07/2025,250715 - Re_ Your VCAT application_ more information needed- VCAT reference_ R202518214,CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com,mail.gmail.com,CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com,101.99,31/10/2025 02:16
140,250715 - VCAT RDRV account email verification code - 68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com.pdf,15/07/2025,250715 - VCAT RDRV account email verification code,68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com,45.93,31/10/2025 02:16
141,250715 - Your VCAT application_ more information needed- VCAT reference_ R202518214 - SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,250715 - Your VCAT application_ more information needed- VCAT reference_ R202518214,SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com,SYAPR01MB2544.ausprd01.prod.outlook.com,SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com,91.64,31/10/2025 02:16
142,250715-VCAT Application R202518214_00 – Notice to Vacate Challenge.pdf,15/07/2025,VCAT Application R202518214_00 – Notice to Vacate Challenge,N/A,N/A,N/A,66.91,15/07/2025 18:34
143,250717 - VCAT RDRV account email verification code - 6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com.pdf,17/07/2025,250717 - VCAT RDRV account email verification code,6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com,47.98,31/10/2025 02:16
144,250721 - VCAT Application  Possession of Property (Ref_ R202518589_00) - hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3.pdf,21/07/2025,250721 - VCAT Application  Possession of Property (Ref_ R202518589_00),hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3,geopod-ismtpd-3,hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3,111.61,31/10/2025 02:16
145,"250721 - VCAT has opened a case R202518589_00 about  1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au.pdf",21/07/2025,"250721 - VCAT has opened a case R202518589_00 about  1803_243 Franklin Street, MELBOURNE, VIC, 3000",856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au,185.41,31/10/2025 02:16
146,250721-VCAT APPLICATION - POSSESSION.pdf,21/07/2025,VCAT APPLICATION,POSSESSION,N/A,N/A,12.74,21/07/2025 15:36
147,"250722 - Hearing scheduled for R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au.pdf",22/07/2025,"250722 - Hearing scheduled for R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000",1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au,191.54,31/10/2025 02:16
148,250722 - Re_ VCAT Application R202518214_00  Challenge to Notice to Vacate - G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14.pdf,22/07/2025,250722 - Re_ VCAT Application R202518214_00  Challenge to Notice to Vacate,G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14,geopod-ismtpd-14,G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14,114.85,31/10/2025 02:16
149,"250722 - VCAT order made about R202518214_00 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000 - 1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au.pdf",22/07/2025,"250722 - VCAT order made about R202518214_00 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000",1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au,132.47,31/10/2025 02:16
150,250722-order_194615752283.pdf,22/07/2025,order_194615752283,N/A,N/A,N/A,18.58,22/07/2025 15:56
151,250723 - VCAT RDRV account email verification code - 68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,250723 - VCAT RDRV account email verification code,68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com,48.73,31/10/2025 02:16
152,250723 - VCAT RDRV account email verification code - 68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,250723 - VCAT RDRV account email verification code,68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com,47.96,31/10/2025 02:16
153,250723 - VCAT RDRV account email verification code - 68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,250723 - VCAT RDRV account email verification code,68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com,47.66,31/10/2025 02:16
154,"250723 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au.pdf",23/07/2025,"250723 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000",1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au,133.95,31/10/2025 02:16
155,"250724 - VCAT evidence link R202518589 about 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com.pdf",24/07/2025,"250724 - VCAT evidence link R202518589 about 1803_243 Franklin Street, MELBOURNE, VIC, 3000",SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com,SY7PR01MB8349.ausprd01.prod.outlook.com,SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com,109.73,31/10/2025 02:16
156,"250725 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2.pdf",25/07/2025,"250725 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2,geopod-ismtpd-2,aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2,76.89,31/10/2025 02:16
157,250725-Receipt # 91716.pdf,25/07/2025,Receipt # 91716,N/A,N/A,N/A,78.10,25/07/2025 17:42
158,250801 - Areal monthly after-hours trades list update - XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16.pdf,01/08/2025,250801 - Areal monthly after-hours trades list update,XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16,geopod-ismtpd-16,XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16,78.24,31/10/2025 02:16
159,"250808 - Hearing reminder for 1803_243 Franklin Street, MELBOURNE, VIC, 3000 R202518589_00 - 563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au.pdf",08/08/2025,"250808 - Hearing reminder for 1803_243 Franklin Street, MELBOURNE, VIC, 3000 R202518589_00",563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au,181.23,31/10/2025 02:16
160,250812 - R202518589_00 - Summary of Proof - SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf,12/08/2025,250812 - R202518589_00 - Summary of Proof,SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com,269.74,31/10/2025 02:16
161,250812 - Re_ R202518589_00 - Summary of Proof - CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com.pdf,12/08/2025,250812 - Re_ R202518589_00 - Summary of Proof,CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com,mail.gmail.com,CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com,259.37,31/10/2025 02:16
162,250812-VCAT R202518589.00 Summary of proof.pdf,12/08/2025,VCAT R202518589.00 Summary of proof,N/A,N/A,N/A,1753.38,12/08/2025 14:35
163,"250815 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au.pdf",15/08/2025,"250815 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000",231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au,133.80,31/10/2025 02:16
164,250817 -  Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00) - CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com.pdf,17/08/2025,250817 -  Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00),CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com,mail.gmail.com,CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com,535.46,31/10/2025 02:16
165,"250817-Notice to vacate - 1803-243 Franklin Street, Melbourne VIC 3000.pdf",17/08/2025,Notice to vacate,"1803-243 Franklin Street, Melbourne VIC 3000",N/A,N/A,105.43,17/08/2025 17:11
166,250817-order_194930558979.pdf (SECURED).pdf,17/08/2025,order_194930558979.pdf (SECURED),N/A,N/A,N/A,73.04,17/08/2025 17:11
167,250819 - Re_ Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00) - SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com.pdf,19/08/2025,250819 - Re_ Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00),SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com,SYAPR01MB2543.ausprd01.prod.outlook.com,SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com,244.75,31/10/2025 02:16
168,"250822 - 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf",22/08/2025,"250822 - 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com,258.73,31/10/2025 02:16
169,250822-FIXD investigation report.pdf,22/08/2025,FIXD investigation report,N/A,N/A,N/A,1483.42,22/08/2025 15:05
170,250822-Notice of Entry (combined).pdf,22/08/2025,Notice of Entry (combined),N/A,N/A,N/A,60.82,22/08/2025 15:05
171,250822-Reg post receipt.pdf,22/08/2025,Reg post receipt,N/A,N/A,N/A,94.25,22/08/2025 15:05
172,"250827 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0.pdf",27/08/2025,"250827 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0,geopod-ismtpd-canary-0,DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0,79.33,31/10/2025 02:16
173,250827-Receipt # 92863.pdf,27/08/2025,Receipt # 92863,N/A,N/A,N/A,77.96,27/08/2025 17:47
174,"250828 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com.pdf",28/08/2025,"250828 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com,mail.gmail.com,CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com,253.53,31/10/2025 02:16
175,250901 - Areal monthly after-hours trades list update - -WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14.pdf,01/09/2025,250901 - Areal monthly after-hours trades list update,-WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14,geopod-ismtpd-14,-WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14,78.09,31/10/2025 02:16
176,250901-Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance - Weekly-13495-20250901-141103.pdf,01/09/2025,Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance,Weekly-13495-20250901-141103,N/A,N/A,93.57,14/10/2025 07:27
177,"250902 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf",02/09/2025,"250902 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB5952.ausprd01.prod.outlook.com,SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com,270.46,31/10/2025 02:16
178,250904 - 1803_243 Franklin Street - Access & Co-Operation Required - lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9.pdf,04/09/2025,250904 - 1803_243 Franklin Street - Access & Co-Operation Required,lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9,geopod-ismtpd-9,lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9,99.30,31/10/2025 02:16
179,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com.pdf,04/09/2025,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com,mail.gmail.com,CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com,76.36,31/10/2025 02:16
180,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com.pdf,04/09/2025,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com,mail.gmail.com,CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com,77.51,31/10/2025 02:16
181,250904 - You have reached us outside of business hours - TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6.pdf,04/09/2025,250904 - You have reached us outside of business hours,TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6,geopod-ismtpd-6,TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6,73.89,31/10/2025 02:16
182,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - 8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7.pdf,05/09/2025,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7,geopod-ismtpd-7,8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7,319.93,31/10/2025 02:16
183,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com.pdf,05/09/2025,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com,mail.gmail.com,CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com,112.47,31/10/2025 02:16
184,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0.pdf,05/09/2025,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0,geopod-ismtpd-0,GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0,135.47,31/10/2025 02:16
185,250905 - You have reached us outside of business hours - HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0.pdf,05/09/2025,250905 - You have reached us outside of business hours,HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0,geopod-ismtpd-0,HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0,73.95,31/10/2025 02:16
186,250909 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3.pdf,09/09/2025,250909 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3,geopod-ismtpd-3,BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3,253.56,31/10/2025 02:16
187,250909-Notice to Entry (17 - 22 Sep).pdf,09/09/2025,Notice to Entry (17,22 Sep),N/A,N/A,43.67,09/09/2025 10:57
188,250909-Registered post receipt.pdf,09/09/2025,Registered post receipt,N/A,N/A,N/A,45.27,09/09/2025 10:57
189,250915-Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance - Weekly-13495-20250915-174434.pdf,15/09/2025,Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance,Weekly-13495-20250915-174434,N/A,N/A,93.22,14/10/2025 07:27
190,250916 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com.pdf,16/09/2025,250916 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com,mail.gmail.com,CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com,58.95,31/10/2025 02:16
191,250916 - You have reached us outside of business hours - P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1.pdf,16/09/2025,250916 - You have reached us outside of business hours,P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1,geopod-ismtpd-1,P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1,73.24,31/10/2025 02:16
192,250917-liam-voicemail.pdf,17/09/2025,liam-voicemail,N/A,N/A,N/A,151.15,14/10/2025 07:27
193,250917-sms-to-liam-re-property-access.pdf,17/09/2025,sms-to-liam-re-property-access,N/A,N/A,N/A,150.17,14/10/2025 07:27
194,"250930 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7.pdf",30/09/2025,"250930 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7,geopod-ismtpd-7,zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7,77.10,31/10/2025 02:16
195,250930-Receipt # 94202.pdf,30/09/2025,Receipt # 94202,N/A,N/A,N/A,77.75,30/09/2025 16:32
196,251002 - Areal monthly after-hours trades list update - NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8.pdf,02/10/2025,251002 - Areal monthly after-hours trades list update,NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8,geopod-ismtpd-8,NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8,78.51,31/10/2025 02:17
197,251014-school-reassessment-request.pdf,14/10/2025,school-reassessment-request,N/A,N/A,N/A,86.97,14/10/2025 07:27
198,"251020 - Courtesy Reminder_ Upcoming Rent Payment for 1803_243 Franklin Street, Melbourne VIC 3000 - S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2.pdf",20/10/2025,"251020 - Courtesy Reminder_ Upcoming Rent Payment for 1803_243 Franklin Street, Melbourne VIC 3000",S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2,geopod-ismtpd-2,S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2,79.20,31/10/2025 02:17
199,251020-Rent Invoice #009872.pdf,20/10/2025,Rent Invoice #009872,N/A,N/A,N/A,77.75,20/10/2025 18:39
200,"251028 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10.pdf",28/10/2025,"251028 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10,geopod-ismtpd-10,FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10,77.62,31/10/2025 02:17
201,251028-Receipt # 95582.pdf,28/10/2025,Receipt # 95582,N/A,N/A,N/A,77.75,28/10/2025 15:20
